Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetName
Viktoria Cederholm,F,SBD,Raw,46.5,45-49,40-49,Masters 1,55.2,57,90.0,95.0,102.5,,102.5,62.5,67.5,70.0,,70.0,112.5,122.5,127.5,,127.5,300.0,10,356.99,381.26,315.87,550.5,Yes,Sweden,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Lin Donevska,F,SBD,Raw,46.5,45-49,40-49,Masters 1,56.48,57,80.0,87.5,90.0,,90.0,67.5,-70.0,-72.5,,67.5,105.0,115.0,120.0,,120.0,277.5,11,324.33,346.38,286.83,501.36,Yes,Australia,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Sabine Mouchet,F,SBD,Raw,39.5,35-39,40-49,Masters 1,54.82,57,70.0,77.5,-82.5,,77.5,45.0,47.5,-50.0,,47.5,110.0,120.0,-130.0,,120.0,245.0,12,293.12,293.12,259.4,445.43,Yes,France,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Khrys Kyriacou,F,SBD,Raw,48.5,45-49,40-49,Masters 1,61.62,63,130.0,-135.0,135.0,,135.0,75.0,80.0,85.0,,85.0,135.0,-145.0,145.0,,145.0,365.0,1,398.66,437.33,352.12,639.44,Yes,England,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Marjaana Vähäsantanen,F,SBD,Raw,39.5,35-39,40-49,Masters 1,62.36,63,132.5,-137.5,137.5,,137.5,72.5,75.0,-77.5,,75.0,140.0,145.0,-147.5,,145.0,357.5,2,386.93,386.93,341.71,622.31,Yes,Finland,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Isabelle Iliev,F,SBD,Raw,48.5,45-49,40-49,Masters 1,62.36,63,120.0,125.0,-130.0,,125.0,77.5,-80.0,-80.0,,77.5,135.0,140.0,-142.5,,140.0,342.5,3,370.69,406.65,327.37,595.46,Yes,France,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Satu Luoto,F,SBD,Raw,46.5,45-49,40-49,Masters 1,62.76,63,122.5,127.5,-132.5,,127.5,82.5,85.0,-87.5,,85.0,125.0,130.0,-132.5,,130.0,342.5,4,368.9,393.98,325.76,593.66,Yes,Finland,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Frances Manias,F,SBD,Raw,42.5,40-44,40-49,Masters 1,61.92,63,120.0,-125.0,-125.0,,120.0,65.0,70.0,-75.0,,70.0,137.5,-145.0,-145.0,,137.5,327.5,5,356.38,363.51,314.75,570.5,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Véronique Descours,F,SBD,Raw,44.5,40-44,40-49,Masters 1,59.66,63,82.5,92.5,100.0,,100.0,65.0,70.0,-72.5,,70.0,125.0,135.0,140.0,,140.0,310.0,6,347.14,362.07,306.74,548.52,Yes,France,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Maureen Ackerman,F,SBD,Raw,40.5,40-44,40-49,Masters 1,62.22,63,107.5,110.0,112.5,,112.5,60.0,-65.0,-65.0,,60.0,132.5,137.5,-142.5,,137.5,310.0,7,336.09,336.09,296.82,537.83,Yes,South Africa,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Ronel Reyneke,F,SBD,Raw,47.0,45-49,40-49,Masters 1,61.58,63,95.0,100.0,-107.5,,100.0,55.0,57.5,60.0,,60.0,110.0,120.0,-125.0,,120.0,280.0,8,305.98,331.07,270.26,486.28,Yes,South Africa,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Priscilla Ribic,F,SBD,Raw,43.0,40-44,40-49,Masters 1,70.04,72,147.5,165.0,175.0,,175.0,97.5,107.5,-112.5,,107.5,185.0,205.0,-217.5,,205.0,487.5,1,484.8,499.82,427.34,806.99,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Laura de Wet,F,SBD,Raw,41.5,40-44,40-49,Masters 1,70.74,72,145.0,-150.0,-150.0,,145.0,70.0,75.0,-77.5,,75.0,162.5,170.0,-177.5,,170.0,390.0,2,385.2,389.06,339.47,641.24,Yes,South Africa,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Leah Lutz,F,SBD,Raw,41.0,40-44,40-49,Masters 1,70.38,72,135.0,145.0,150.0,,150.0,72.5,77.5,82.5,,82.5,147.5,-155.0,155.0,,155.0,387.5,3,384.07,387.91,338.51,638.56,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Tui Katene,F,SBD,Raw,42.0,40-44,40-49,Masters 1,70.12,72,120.0,-130.0,130.0,,130.0,80.0,85.0,-87.5,,85.0,140.0,-150.0,155.0,,155.0,370.0,4,367.66,375.01,324.07,610.41,Yes,New Zealand,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Angela Desjarlais,F,SBD,Raw,39.5,35-39,40-49,Masters 1,71.36,72,125.0,132.5,140.0,,140.0,85.0,90.0,92.5,,92.5,125.0,135.0,137.5,,137.5,370.0,5,363.3,363.3,320.09,605.68,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Jeni Aulman,F,SBD,Raw,43.5,40-44,40-49,Masters 1,69.12,72,110.0,117.5,-120.0,,117.5,65.0,70.0,-72.5,,70.0,150.0,157.5,160.0,,160.0,347.5,6,348.76,359.57,307.51,576.49,Yes,England,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Luisa Torres,F,SBD,Raw,39.5,35-39,40-49,Masters 1,71.26,72,105.0,112.5,120.0,,120.0,-60.0,65.0,-70.0,,65.0,150.0,155.0,160.0,,160.0,345.0,7,339.07,339.07,298.75,564.71,Yes,Mexico,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Vuokko Liljeström,F,SBD,Raw,46.5,45-49,40-49,Masters 1,71.78,72,105.0,110.0,-115.0,,110.0,60.0,-62.5,62.5,,62.5,140.0,-147.5,150.0,,150.0,322.5,8,315.42,336.86,277.86,525.89,Yes,Finland,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Laure Romain Livy,F,SBD,Raw,48.5,45-49,40-49,Masters 1,68.5,72,110.0,115.0,-122.5,,115.0,50.0,52.5,55.0,,55.0,-140.0,140.0,-150.0,,140.0,310.0,9,313.1,343.47,276.12,515.35,Yes,France,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Candice Firmani,F,SBD,Raw,48.5,45-49,40-49,Masters 1,64.42,72,85.0,95.0,-100.0,,95.0,50.0,-57.5,57.5,,57.5,95.0,-107.5,-107.5,,95.0,247.5,10,261.39,286.74,230.75,419.72,Yes,South Africa,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Pernilla Röhr,F,SBD,Raw,43.5,40-44,40-49,Masters 1,71.72,72,-110.0,-110.0,-110.0,,,67.5,70.0,-72.5,,70.0,110.0,-117.5,,,110.0,,DQ,,,,,Yes,Sweden,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Vicky Taylor-Hood,F,SBD,Raw,40.5,40-44,40-49,Masters 1,76.38,84,130.0,137.5,142.5,,142.5,75.0,80.0,82.5,,82.5,170.0,180.0,-185.0,,180.0,405.0,1,380.7,380.7,334.64,643.88,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Diana Lopez,F,SBD,Raw,44.5,40-44,40-49,Masters 1,78.64,84,140.0,145.0,-150.0,,145.0,75.0,-77.5,77.5,,77.5,155.0,-165.0,-165.0,,155.0,377.5,2,348.78,363.78,306.16,592.84,Yes,Mexico,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Laufey Agnarsdóttir,F,SBD,Raw,42.5,40-44,40-49,Masters 1,83.54,84,120.0,125.0,130.0,,130.0,82.5,-85.0,85.0,,85.0,-137.5,142.5,150.0,,150.0,365.0,3,326.38,332.91,285.45,559.48,Yes,Iceland,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Malin Dalshoff,F,SBD,Raw,45.5,45-49,40-49,Masters 1,80.26,84,120.0,-125.0,127.5,,127.5,65.0,70.0,-72.5,,70.0,140.0,147.5,-152.5,,147.5,345.0,4,315.11,332.44,276.3,537.54,Yes,Sweden,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Catherine Buroughs,F,SBD,Raw,39.5,35-39,40-49,Masters 1,78.38,84,120.0,127.5,132.5,,132.5,52.5,57.5,60.0,,60.0,132.5,142.5,-150.0,,142.5,335.0,5,310.11,310.11,272.26,526.99,Yes,UK,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Jaqueline Pope,F,SBD,Raw,43.5,40-44,40-49,Masters 1,82.32,84,95.0,105.0,110.0,,110.0,65.0,70.0,72.5,,72.5,130.0,140.0,-150.0,,140.0,322.5,6,290.57,299.58,254.38,497.82,Yes,UK,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Katariina Nokua,F,SBD,Raw,42.5,40-44,40-49,Masters 1,108.02,84+,185.0,-200.5,-201.5,,185.0,97.5,-102.5,-102.5,,97.5,175.0,185.0,200.0,,200.0,482.5,1,393.86,401.73,335.48,666.48,Yes,Finland,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Judith Reitmann,F,SBD,Raw,48.5,45-49,40-49,Masters 1,92.84,84+,182.5,192.5,-201.0,,192.5,100.0,-105.0,-105.0,,100.0,175.0,182.5,187.5,,187.5,480.0,2,409.68,449.42,354.99,702.62,Yes,Uruguay,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Kim LaPlante,F,SBD,Raw,40.5,40-44,40-49,Masters 1,92.48,84+,155.0,160.0,-162.5,,160.0,82.5,85.0,-87.5,,85.0,195.0,205.0,210.0,,210.0,455.0,3,388.92,388.92,337.14,667.73,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Allison Snead,F,SBD,Raw,40.5,40-44,40-49,Masters 1,94.76,84+,162.5,172.5,-180.0,,172.5,82.5,87.5,-90.0,,87.5,172.5,182.5,-197.5,,182.5,442.5,4,374.86,374.86,324.11,643.6,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Bonney Rempel,F,SBD,Raw,48.5,45-49,40-49,Masters 1,104.22,84+,165.0,-172.5,-175.0,,165.0,97.5,105.0,-107.5,,105.0,150.0,-165.0,-165.0,,150.0,420.0,5,345.77,379.31,295.44,590.44,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Kelly Phasey,F,SBD,Raw,39.5,35-39,40-49,Masters 1,123.28,84+,150.0,160.0,-167.5,,160.0,90.0,95.0,-100.0,,95.0,142.5,150.0,155.0,,155.0,410.0,6,326.3,326.3,276.07,544.76,Yes,England,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Sarah Marsden,F,SBD,Raw,43.5,40-44,40-49,Masters 1,102.32,84+,150.0,157.5,160.0,,160.0,77.5,85.0,-87.5,,85.0,140.0,150.0,-155.0,,150.0,395.0,7,326.76,336.89,279.88,560.11,Yes,England,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Katrina Evans,F,SBD,Raw,42.5,40-44,40-49,Masters 1,104.5,84+,140.0,-150.0,150.0,,150.0,82.5,87.5,90.0,,90.0,130.0,142.5,-147.5,,142.5,382.5,8,314.69,320.98,268.78,538.97,Yes,Australia,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Rachel Duggan,F,SBD,Raw,43.5,40-44,40-49,Masters 1,94.44,84+,120.0,130.0,137.5,,137.5,65.0,70.0,75.0,,75.0,125.0,135.0,145.0,,145.0,357.5,9,303.22,312.62,262.26,523.34,Yes,New Zealand,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Véronique Auclair,F,SBD,Raw,48.0,45-49,40-49,Masters 1,94.82,84+,-105.0,-105.0,110.0,,110.0,-72.5,72.5,-75.0,,72.5,125.0,127.5,-132.5,,127.5,310.0,10,262.56,288.03,226.99,455.04,Yes,France,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Noriko Tsuji,F,SBD,Raw,51.5,50-54,50-59,Masters 2,46.4,47,90.0,95.0,100.0,,100.0,57.5,60.0,-62.5,,60.0,115.0,120.0,-125.5,,120.0,280.0,1,380.06,435.92,339.14,560.93,Yes,Japan,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Mary Macken,F,SBD,Raw,54.5,50-54,50-59,Masters 2,46.94,47,-100.0,100.0,105.0,,105.0,47.5,50.0,-52.5,,50.0,110.0,-115.0,-115.0,,110.0,265.0,2,356.73,429.5,318.03,524.69,Yes,Australia,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Shyami Murphy,F,SBD,Raw,49.5,45-49,50-59,Masters 2,46.24,47,-92.5,92.5,97.5,,97.5,40.0,-42.5,-42.5,,40.0,92.5,97.5,105.0,,105.0,242.5,3,329.97,367.25,294.53,479.68,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Jayne Egan,F,SBD,Raw,52.5,50-54,50-59,Masters 2,51.1,52,95.0,100.0,105.0,,105.0,55.0,57.5,60.0,,60.0,117.5,127.5,-132.5,,127.5,292.5,1,369.57,430.55,327.83,557.66,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Véronique Gaillard,F,SBD,Raw,49.5,45-49,50-59,Masters 2,51.8,52,100.0,-105.0,-105.0,,100.0,50.0,-52.5,-52.5,,50.0,85.0,95.0,-102.5,,95.0,245.0,2,306.34,340.95,271.58,457.61,Yes,France,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Carol Anthony,F,SBD,Raw,49.5,45-49,50-59,Masters 2,51.7,52,62.5,-67.5,67.5,,67.5,37.5,-42.5,-42.5,,37.5,105.0,120.0,-130.0,,120.0,225.0,3,281.75,313.59,249.8,417.55,Yes,South Africa,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Antoinette Kemper,F,SBD,Raw,51.5,50-54,50-59,Masters 2,55.54,57,112.5,119.0,123.0,,123.0,67.5,72.5,-75.0,,72.5,120.0,130.0,140.0,,140.0,335.5,1,397.31,455.72,351.5,617.27,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Helen Allen,F,SBD,Raw,54.5,50-54,50-59,Masters 2,56.36,57,92.5,100.0,-102.5,,100.0,60.0,65.0,-67.5,,65.0,137.5,147.5,-155.5,,147.5,312.5,2,365.85,440.48,323.56,568.71,Yes,Australia,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Clair Angel,F,SBD,Raw,52.5,50-54,50-59,Masters 2,56.44,57,95.0,100.0,-102.5,,100.0,50.0,52.5,-55.0,,52.5,130.0,140.0,142.5,,142.5,295.0,3,344.98,401.9,305.1,534.92,Yes,Australia,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Lynne Homan,F,SBD,Raw,53.0,50-54,50-59,Masters 2,56.48,57,87.5,92.5,-97.5,,92.5,70.0,-72.5,-72.5,,70.0,132.5,-137.5,-137.5,,132.5,295.0,4,344.78,408.22,304.92,534.74,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Cathleen Mele,F,SBD,Raw,49.5,45-49,50-59,Masters 2,61.88,63,95.0,100.0,105.0,,105.0,60.0,65.0,-70.0,,65.0,157.5,165.5,-175.5,,165.5,335.5,1,365.26,406.54,322.61,585.07,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Gayle Johnson,F,SBD,Raw,51.5,50-54,50-59,Masters 2,62.82,63,105.0,110.0,-120.0,,110.0,65.0,67.5,-70.0,,67.5,145.0,155.0,-162.5,,155.0,332.5,2,357.87,410.47,316.01,575.57,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Lynda Banks,F,SBD,Raw,50.5,50-54,50-59,Masters 2,62.36,63,95.0,100.0,105.0,,105.0,57.5,62.5,-65.0,,62.5,132.5,140.0,150.0,,150.0,317.5,3,343.64,388.31,303.47,550.7,Yes,Scotland,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Daisy Blondan,F,SBD,Raw,56.5,55-59,50-59,Masters 2,62.56,63,100.0,105.0,-107.5,,105.0,70.0,72.5,-75.0,,72.5,130.0,135.0,140.0,,140.0,317.5,4,342.8,427.13,302.72,549.89,Yes,France,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Deb Ellard,F,SBD,Raw,57.5,55-59,50-59,Masters 2,61.14,63,95.0,100.0,-105.0,,100.0,60.0,62.5,-65.0,,62.5,120.0,125.0,-127.5,,125.0,287.5,5,315.91,400.57,279.05,501.44,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Suzanne LaForge,F,SBD,Raw,56.0,55-59,50-59,Masters 2,68.0,72,130.0,137.5,-148.0,,137.5,70.0,75.0,77.5,,77.5,167.5,177.5,185.0,,185.0,400.0,1,406.1,506.0,358.19,669.91,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Gro-Berit Stavheim,F,SBD,Raw,51.5,50-54,50-59,Masters 2,71.4,72,115.0,120.0,122.5,,122.5,67.5,70.0,72.5,,72.5,142.5,147.5,-152.5,,147.5,342.5,2,336.17,385.59,296.18,560.1,Yes,Norway,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Susan Maguire,F,SBD,Raw,53.5,50-54,50-59,Masters 2,71.9,72,102.5,107.5,-110.0,,107.5,62.5,65.0,-67.5,,65.0,122.5,127.5,130.0,,130.0,302.5,3,295.53,349.9,260.32,492.61,Yes,Australia,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Serena Perry,F,SBD,Raw,50.5,50-54,50-59,Masters 2,70.7,72,95.0,102.5,107.5,,107.5,55.0,-60.0,-62.5,,55.0,117.5,127.5,-140.0,,127.5,290.0,4,286.54,323.8,252.52,475.27,Yes,New Zealand,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Beverly Sharpe,F,SBD,Raw,52.5,50-54,50-59,Masters 2,70.7,72,110.0,115.0,-120.0,,115.0,45.0,47.5,50.0,,50.0,110.0,120.0,125.0,,125.0,290.0,5,286.54,333.82,252.52,475.27,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Melissa Wall,F,SBD,Raw,49.0,45-49,50-59,Masters 2,70.1,72,80.0,-85.0,85.0,,85.0,47.5,50.0,-52.5,,50.0,127.5,-135.0,137.5,,137.5,272.5,6,270.83,301.43,238.72,447.71,Yes,Scotland,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Shari Khawaja,F,SBD,Raw,50.5,50-54,50-59,Masters 2,78.0,84,140.0,147.5,-152.5,,147.5,90.0,95.0,97.5,,97.5,145.0,157.5,165.0,,165.0,410.0,1,380.61,430.09,334.24,645.98,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Jackie Blasbery,F,SBD,Raw,52.0,50-54,50-59,Masters 2,83.4,84,122.5,130.0,135.0,,135.0,75.0,82.5,87.5,,87.5,152.5,165.0,171.0,,171.0,393.5,2,352.17,410.28,308.04,603.1,Yes,England,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Genevieve Grant,F,SBD,Raw,49.5,45-49,50-59,Masters 2,83.7,84,120.0,-130.0,-130.0,,120.0,77.5,80.0,82.5,,82.5,157.5,167.5,173.0,,173.0,375.5,3,335.45,373.36,293.34,574.96,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Lynda Whitehead,F,SBD,Raw,50.5,50-54,50-59,Masters 2,76.2,84,117.5,127.5,132.5,,132.5,-67.5,70.0,75.0,,75.0,145.0,160.0,-171.5,,160.0,367.5,4,345.95,390.92,304.12,584.8,Yes,Australia,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Julia Fabrizi,F,SBD,Raw,51.5,50-54,50-59,Masters 2,80.1,84,-107.5,107.5,115.0,,115.0,75.0,80.0,82.5,,82.5,140.0,147.5,160.0,,160.0,357.5,5,326.89,374.94,286.66,557.35,Yes,UK,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Julie Henderson,F,SBD,Raw,49.5,45-49,50-59,Masters 2,82.1,84,-120.0,120.0,130.0,,130.0,72.5,75.0,-77.5,,75.0,125.0,135.0,142.5,,142.5,347.5,6,313.54,348.97,274.53,536.58,Yes,Australia,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Anne Hellem,F,SBD,Raw,54.5,50-54,50-59,Masters 2,81.4,84,90.0,100.0,102.5,,102.5,47.5,52.5,-55.0,,52.5,135.0,142.5,145.0,,145.0,300.0,7,271.91,327.38,238.22,465.38,Yes,Norway,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Stina Sundling,F,SBD,Raw,51.5,50-54,50-59,Masters 2,76.8,84,90.0,97.5,102.5,,102.5,-57.5,57.5,60.0,,60.0,117.5,-127.5,-127.5,,117.5,280.0,8,262.33,300.9,230.53,444.1,Yes,Sweden,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Diane Kuhn,F,SBD,Raw,57.5,55-59,50-59,Masters 2,83.8,84,-140.0,-140.0,-140.0,,,-75.0,75.0,85.0,,85.0,147.5,157.5,167.5,,167.5,,DQ,,,,,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Jose Potter,F,SBD,Raw,52.5,50-54,50-59,Masters 2,108.1,84+,137.5,145.0,152.5,,152.5,72.5,77.5,82.5,,82.5,170.0,180.0,187.5,,187.5,422.5,1,344.82,401.72,293.71,586.14,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Nelson Pia Skovborg,F,SBD,Raw,52.5,50-54,50-59,Masters 2,157.9,84+,130.0,142.5,152.5,,152.5,75.0,80.0,-85.0,,80.0,-155.0,160.0,-170.0,,160.0,392.5,2,301.5,351.25,250.88,485.28,Yes,Denmark,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Stephanie Horlyck,F,SBD,Raw,50.0,50-54,50-59,Masters 2,95.1,84+,135.0,-150.0,-150.0,,135.0,80.0,-87.5,-87.5,,80.0,145.0,155.0,167.5,,167.5,382.5,3,323.63,365.7,279.7,557.52,Yes,Australia,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Jeannine Cascadden,F,SBD,Raw,52.5,50-54,50-59,Masters 2,90.0,84+,95.0,100.0,107.5,,107.5,62.5,65.0,-67.5,,65.0,107.5,115.0,120.0,,120.0,292.5,4,252.74,294.44,219.68,437.84,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Hiroko Kikuiri,F,SBD,Raw,66.5,65-69,60-69,Masters 3,46.64,47,75.0,80.0,-85.0,,80.0,47.5,50.0,52.5,,52.5,110.0,120.0,-123.5,,120.0,252.5,1,341.47,515.96,304.58,499.28,Yes,Japan,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Debra Ustar,F,SBD,Raw,60.5,60-64,60-69,Masters 3,51.0,52,52.5,60.0,65.0,,65.0,32.5,37.5,-40.0,,37.5,95.0,105.0,110.0,,110.0,212.5,1,268.9,360.32,238.54,394.69,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Glenda Presutti,F,SBD,Raw,59.5,55-59,60-69,Masters 3,56.54,57,105.0,112.5,115.0,,115.0,52.5,57.5,60.0,,60.0,137.5,147.5,-150.0,,147.5,322.5,1,376.61,495.24,333.06,586.87,Yes,Australia,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Edith Guennec,F,SBD,Raw,59.5,55-59,60-69,Masters 3,54.52,57,105.0,-110.0,110.0,,110.0,50.0,55.0,-57.5,,55.0,-145.0,145.0,150.5,,150.5,315.5,2,379.09,498.5,335.53,584.22,Yes,France,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Sigríður Dagmar Agnarsdóttir,F,SBD,Raw,63.5,60-64,60-69,Masters 3,56.4,57,75.0,80.0,82.5,,82.5,37.5,40.0,42.5,,42.5,102.5,110.0,115.0,,115.0,240.0,3,280.81,399.04,248.36,430.12,Yes,Iceland,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Tania Spak,F,SBD,Raw,59.5,55-59,60-69,Masters 3,60.12,63,-87.5,-87.5,87.5,,87.5,50.0,55.0,57.5,,57.5,122.5,130.0,-135.5,,130.0,275.0,1,306.12,402.55,270.47,482.41,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Miyoko Nakajima,F,SBD,Raw,67.0,65-69,60-69,Masters 3,62.42,63,90.0,95.0,-97.5,,95.0,55.0,57.5,-60.0,,57.5,115.0,-125.0,-130.0,,115.0,267.5,2,289.31,446.4,255.49,461.0,Yes,Japan,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Allison Barnard-Mahadeo,F,SBD,Raw,60.5,60-64,60-69,Masters 3,61.32,63,-75.0,75.0,80.0,,80.0,42.5,45.0,-47.5,,45.0,-107.5,112.5,117.5,,117.5,242.5,3,265.86,356.25,234.84,419.36,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Denise Thomas,F,SBD,Raw,65.5,65-69,60-69,Masters 3,60.56,63,72.5,75.0,77.5,,77.5,40.0,42.5,45.0,,45.0,102.5,107.5,112.5,,112.5,235.0,4,260.12,384.98,229.8,407.9,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Ann Whitmarsh,F,SBD,Raw,62.5,60-64,60-69,Masters 3,61.8,63,60.0,65.0,70.0,,70.0,32.5,35.0,-37.5,,35.0,87.5,95.0,100.0,,100.0,205.0,5,223.41,311.21,197.32,350.48,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Alma Kimura,F,SBD,Raw,61.5,60-64,60-69,Masters 3,69.9,72,102.5,107.5,115.5,,115.5,47.5,52.5,-55.0,,52.5,132.5,142.5,-147.5,,142.5,310.5,1,309.2,422.37,272.57,511.77,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Gerri Howlet,F,SBD,Raw,61.5,60-64,60-69,Masters 3,66.6,72,-85.0,85.0,-87.5,,85.0,45.0,-47.5,47.5,,47.5,115.0,120.0,125.0,,125.0,257.5,2,265.37,362.49,234.14,431.34,Yes,Canada,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
Jane Freeman,F,SBD,Raw,61.5,60-64,60-69,Masters 3,70.0,72,80.0,87.5,-90.0,,87.5,37.5,40.0,-42.5,,40.0,92.5,97.5,102.5,,102.5,230.0,3,228.81,312.56,201.7,376.95,Yes,USA,IPF,IPF,2016-06-19,USA,TX,World Classic Powerlifting Championships
